2024-07-10 18:39:20,801 INFO    StreamThr :3941 [internal.py:wandb_internal():86] W&B internal server running at pid: 3941, started at: 2024-07-10 18:39:20.800608
2024-07-10 18:39:20,801 DEBUG   HandlerThread:3941 [handler.py:handle_request():146] handle_request: status
2024-07-10 18:39:20,803 INFO    WriterThread:3941 [datastore.py:open_for_write():87] open: /Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/wandb/run-20240710_183920-p4c6uj0j/run-p4c6uj0j.wandb
2024-07-10 18:39:20,803 DEBUG   SenderThread:3941 [sender.py:send():379] send: header
2024-07-10 18:39:20,818 DEBUG   SenderThread:3941 [sender.py:send():379] send: run
2024-07-10 18:39:21,073 INFO    SenderThread:3941 [dir_watcher.py:__init__():211] watching files in: /Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/wandb/run-20240710_183920-p4c6uj0j/files
2024-07-10 18:39:21,073 INFO    SenderThread:3941 [sender.py:_start_run_threads():1124] run started: p4c6uj0j with start time 1720661960.800656
2024-07-10 18:39:21,080 DEBUG   HandlerThread:3941 [handler.py:handle_request():146] handle_request: check_version
2024-07-10 18:39:21,081 DEBUG   SenderThread:3941 [sender.py:send_request():406] send_request: check_version
2024-07-10 18:39:21,125 DEBUG   HandlerThread:3941 [handler.py:handle_request():146] handle_request: run_start
2024-07-10 18:39:21,129 DEBUG   HandlerThread:3941 [system_info.py:__init__():26] System info init
2024-07-10 18:39:21,129 DEBUG   HandlerThread:3941 [system_info.py:__init__():41] System info init done
2024-07-10 18:39:21,130 INFO    HandlerThread:3941 [system_monitor.py:start():194] Starting system monitor
2024-07-10 18:39:21,130 INFO    SystemMonitor:3941 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-10 18:39:21,130 INFO    HandlerThread:3941 [system_monitor.py:probe():214] Collecting system info
2024-07-10 18:39:21,130 INFO    SystemMonitor:3941 [interfaces.py:start():190] Started cpu monitoring
2024-07-10 18:39:21,130 DEBUG   HandlerThread:3941 [system_info.py:probe():150] Probing system
2024-07-10 18:39:21,132 INFO    SystemMonitor:3941 [interfaces.py:start():190] Started disk monitoring
2024-07-10 18:39:21,132 INFO    SystemMonitor:3941 [interfaces.py:start():190] Started gpuapple monitoring
2024-07-10 18:39:21,132 INFO    SystemMonitor:3941 [interfaces.py:start():190] Started memory monitoring
2024-07-10 18:39:21,135 INFO    SystemMonitor:3941 [interfaces.py:start():190] Started network monitoring
2024-07-10 18:39:21,136 DEBUG   HandlerThread:3941 [system_info.py:_probe_git():135] Probing git
2024-07-10 18:39:21,159 DEBUG   HandlerThread:3941 [system_info.py:_probe_git():143] Probing git done
2024-07-10 18:39:21,160 DEBUG   HandlerThread:3941 [system_info.py:probe():198] Probing system done
2024-07-10 18:39:21,160 DEBUG   HandlerThread:3941 [system_monitor.py:probe():223] {'os': 'macOS-12.7.4-arm64-arm-64bit', 'python': '3.12.4', 'heartbeatAt': '2024-07-11T01:39:21.132245', 'startedAt': '2024-07-11T01:39:20.797245', 'docker': None, 'cuda': None, 'args': ('--net', 'vit_small'), 'state': 'running', 'program': '/Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/train_cifar10_cpu.py', 'codePathLocal': 'train_cifar10_cpu.py', 'codePath': 'train_cifar10_cpu.py', 'git': {'remote': 'https://github.com/kentaroy47/vision-transformers-cifar10.git', 'commit': 'c54e890c5bafa92774aaedd0db105df1c8391c48'}, 'email': 'ericqn1234@gmail.com', 'root': '/Users/ericnguyen/Belkin Lab/vision-transformers-cifar10', 'host': 'Erics-MacBook-Pro-3.local', 'username': 'ericnguyen', 'executable': '/Users/ericnguyen/anaconda3/envs/belkin/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 233.70911407470703}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-07-10 18:39:21,160 INFO    HandlerThread:3941 [system_monitor.py:probe():224] Finished collecting system info
2024-07-10 18:39:21,160 INFO    HandlerThread:3941 [system_monitor.py:probe():227] Publishing system info
2024-07-10 18:39:21,160 DEBUG   HandlerThread:3941 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-07-10 18:39:22,079 INFO    Thread-12 :3941 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/wandb/run-20240710_183920-p4c6uj0j/files/conda-environment.yaml
2024-07-10 18:39:22,328 DEBUG   HandlerThread:3941 [system_info.py:_save_conda():222] Saving conda packages done
2024-07-10 18:39:22,329 INFO    HandlerThread:3941 [system_monitor.py:probe():229] Finished publishing system info
2024-07-10 18:39:22,330 DEBUG   SenderThread:3941 [sender.py:send():379] send: files
2024-07-10 18:39:22,331 INFO    SenderThread:3941 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-07-10 18:39:22,364 DEBUG   HandlerThread:3941 [handler.py:handle_request():146] handle_request: python_packages
2024-07-10 18:39:22,364 DEBUG   SenderThread:3941 [sender.py:send_request():406] send_request: python_packages
2024-07-10 18:39:22,365 DEBUG   HandlerThread:3941 [handler.py:handle_request():146] handle_request: stop_status
2024-07-10 18:39:22,365 DEBUG   SenderThread:3941 [sender.py:send_request():406] send_request: stop_status
2024-07-10 18:39:22,365 DEBUG   HandlerThread:3941 [handler.py:handle_request():146] handle_request: internal_messages
2024-07-10 18:39:22,503 DEBUG   SenderThread:3941 [sender.py:send():379] send: telemetry
2024-07-10 18:39:22,503 DEBUG   SenderThread:3941 [sender.py:send():379] send: config
2024-07-10 18:39:22,718 INFO    wandb-upload_0:3941 [upload_job.py:push():131] Uploaded file /var/folders/5z/w10zcg4j4t3d7wff385lxjgh0000gn/T/tmpqrljx1adwandb/3lbyuz9l-wandb-metadata.json
