2024-07-10 18:39:54,710 INFO    StreamThr :4005 [internal.py:wandb_internal():86] W&B internal server running at pid: 4005, started at: 2024-07-10 18:39:54.709875
2024-07-10 18:39:54,711 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: status
2024-07-10 18:39:54,712 INFO    WriterThread:4005 [datastore.py:open_for_write():87] open: /Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/wandb/run-20240710_183954-piw82lnn/run-piw82lnn.wandb
2024-07-10 18:39:54,713 DEBUG   SenderThread:4005 [sender.py:send():379] send: header
2024-07-10 18:39:54,727 DEBUG   SenderThread:4005 [sender.py:send():379] send: run
2024-07-10 18:39:54,930 INFO    SenderThread:4005 [dir_watcher.py:__init__():211] watching files in: /Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/wandb/run-20240710_183954-piw82lnn/files
2024-07-10 18:39:54,930 INFO    SenderThread:4005 [sender.py:_start_run_threads():1124] run started: piw82lnn with start time 1720661994.710128
2024-07-10 18:39:54,935 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: check_version
2024-07-10 18:39:54,935 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: check_version
2024-07-10 18:39:54,979 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: run_start
2024-07-10 18:39:54,984 DEBUG   HandlerThread:4005 [system_info.py:__init__():26] System info init
2024-07-10 18:39:54,984 DEBUG   HandlerThread:4005 [system_info.py:__init__():41] System info init done
2024-07-10 18:39:54,984 INFO    HandlerThread:4005 [system_monitor.py:start():194] Starting system monitor
2024-07-10 18:39:54,984 INFO    SystemMonitor:4005 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-10 18:39:54,984 INFO    HandlerThread:4005 [system_monitor.py:probe():214] Collecting system info
2024-07-10 18:39:54,985 DEBUG   HandlerThread:4005 [system_info.py:probe():150] Probing system
2024-07-10 18:39:54,985 INFO    SystemMonitor:4005 [interfaces.py:start():190] Started cpu monitoring
2024-07-10 18:39:54,985 INFO    SystemMonitor:4005 [interfaces.py:start():190] Started disk monitoring
2024-07-10 18:39:54,988 INFO    SystemMonitor:4005 [interfaces.py:start():190] Started gpuapple monitoring
2024-07-10 18:39:54,989 INFO    SystemMonitor:4005 [interfaces.py:start():190] Started memory monitoring
2024-07-10 18:39:54,990 INFO    SystemMonitor:4005 [interfaces.py:start():190] Started network monitoring
2024-07-10 18:39:54,992 DEBUG   HandlerThread:4005 [system_info.py:_probe_git():135] Probing git
2024-07-10 18:39:55,016 DEBUG   HandlerThread:4005 [system_info.py:_probe_git():143] Probing git done
2024-07-10 18:39:55,016 DEBUG   HandlerThread:4005 [system_info.py:probe():198] Probing system done
2024-07-10 18:39:55,016 DEBUG   HandlerThread:4005 [system_monitor.py:probe():223] {'os': 'macOS-12.7.4-arm64-arm-64bit', 'python': '3.12.4', 'heartbeatAt': '2024-07-11T01:39:54.985115', 'startedAt': '2024-07-11T01:39:54.706839', 'docker': None, 'cuda': None, 'args': ('--net', 'vit_small'), 'state': 'running', 'program': '/Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/train_cifar10_cpu.py', 'codePathLocal': 'train_cifar10_cpu.py', 'codePath': 'train_cifar10_cpu.py', 'git': {'remote': 'https://github.com/kentaroy47/vision-transformers-cifar10.git', 'commit': 'c54e890c5bafa92774aaedd0db105df1c8391c48'}, 'email': 'ericqn1234@gmail.com', 'root': '/Users/ericnguyen/Belkin Lab/vision-transformers-cifar10', 'host': 'Erics-MacBook-Pro-3.local', 'username': 'ericnguyen', 'executable': '/Users/ericnguyen/anaconda3/envs/belkin/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 233.70933151245117}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-07-10 18:39:55,016 INFO    HandlerThread:4005 [system_monitor.py:probe():224] Finished collecting system info
2024-07-10 18:39:55,016 INFO    HandlerThread:4005 [system_monitor.py:probe():227] Publishing system info
2024-07-10 18:39:55,016 DEBUG   HandlerThread:4005 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-07-10 18:39:55,936 INFO    Thread-12 :4005 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/ericnguyen/Belkin Lab/vision-transformers-cifar10/wandb/run-20240710_183954-piw82lnn/files/conda-environment.yaml
2024-07-10 18:39:56,182 DEBUG   HandlerThread:4005 [system_info.py:_save_conda():222] Saving conda packages done
2024-07-10 18:39:56,183 INFO    HandlerThread:4005 [system_monitor.py:probe():229] Finished publishing system info
2024-07-10 18:39:56,184 DEBUG   SenderThread:4005 [sender.py:send():379] send: files
2024-07-10 18:39:56,184 INFO    SenderThread:4005 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-07-10 18:39:56,217 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: python_packages
2024-07-10 18:39:56,217 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: stop_status
2024-07-10 18:39:56,217 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: python_packages
2024-07-10 18:39:56,217 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: stop_status
2024-07-10 18:39:56,218 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: internal_messages
2024-07-10 18:39:56,325 DEBUG   SenderThread:4005 [sender.py:send():379] send: telemetry
2024-07-10 18:39:56,325 DEBUG   SenderThread:4005 [sender.py:send():379] send: config
2024-07-10 18:39:56,325 DEBUG   SenderThread:4005 [sender.py:send():379] send: telemetry
2024-07-10 18:39:56,326 DEBUG   SenderThread:4005 [sender.py:send():379] send: exit
2024-07-10 18:39:56,326 INFO    SenderThread:4005 [sender.py:send_exit():586] handling exit code: 1
2024-07-10 18:39:56,326 INFO    SenderThread:4005 [sender.py:send_exit():588] handling runtime: 1
2024-07-10 18:39:56,326 INFO    SenderThread:4005 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-07-10 18:39:56,326 INFO    SenderThread:4005 [sender.py:send_exit():594] send defer
2024-07-10 18:39:56,327 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: defer
2024-07-10 18:39:56,327 INFO    HandlerThread:4005 [handler.py:handle_request_defer():172] handle defer: 0
2024-07-10 18:39:56,327 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: defer
2024-07-10 18:39:56,327 INFO    SenderThread:4005 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-10 18:39:56,327 INFO    SenderThread:4005 [sender.py:transition_state():614] send defer: 1
2024-07-10 18:39:56,327 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: defer
2024-07-10 18:39:56,327 INFO    HandlerThread:4005 [handler.py:handle_request_defer():172] handle defer: 1
2024-07-10 18:39:56,327 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: defer
2024-07-10 18:39:56,327 INFO    SenderThread:4005 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-10 18:39:56,327 INFO    SenderThread:4005 [sender.py:transition_state():614] send defer: 2
2024-07-10 18:39:56,327 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: defer
2024-07-10 18:39:56,327 INFO    HandlerThread:4005 [handler.py:handle_request_defer():172] handle defer: 2
2024-07-10 18:39:56,327 INFO    HandlerThread:4005 [system_monitor.py:finish():203] Stopping system monitor
2024-07-10 18:39:56,327 DEBUG   SystemMonitor:4005 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-10 18:39:56,327 DEBUG   SystemMonitor:4005 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-07-10 18:39:56,327 INFO    HandlerThread:4005 [interfaces.py:finish():202] Joined cpu monitor
2024-07-10 18:39:56,327 DEBUG   SystemMonitor:4005 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-07-10 18:39:56,327 INFO    HandlerThread:4005 [interfaces.py:finish():202] Joined disk monitor
2024-07-10 18:39:56,328 INFO    HandlerThread:4005 [interfaces.py:finish():202] Joined gpuapple monitor
2024-07-10 18:39:56,328 INFO    HandlerThread:4005 [interfaces.py:finish():202] Joined memory monitor
2024-07-10 18:39:56,328 INFO    HandlerThread:4005 [interfaces.py:finish():202] Joined network monitor
2024-07-10 18:39:56,328 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: defer
2024-07-10 18:39:56,328 INFO    SenderThread:4005 [sender.py:send_request_defer():610] handle sender defer: 2
2024-07-10 18:39:56,328 INFO    SenderThread:4005 [sender.py:transition_state():614] send defer: 3
2024-07-10 18:39:56,328 DEBUG   SenderThread:4005 [sender.py:send():379] send: telemetry
2024-07-10 18:39:56,328 DEBUG   HandlerThread:4005 [handler.py:handle_request():146] handle_request: defer
2024-07-10 18:39:56,328 INFO    HandlerThread:4005 [handler.py:handle_request_defer():172] handle defer: 3
2024-07-10 18:39:56,328 DEBUG   SenderThread:4005 [sender.py:send():379] send: stats
2024-07-10 18:39:56,328 DEBUG   SenderThread:4005 [sender.py:send_request():406] send_request: defer
